id_fact_inflasi,nama_wilayah,jenis_wilayah,tahun,bulan,bulan_ke,periode_label,inflasi_yoy,status_inflasi,keterangan_etl
FI01189,Kota Banjar,Kota,2025,Januari,1,Januari 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01190,Kota Banjar,Kota,2025,Februari,2,Februari 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01191,Kota Banjar,Kota,2025,Maret,3,Maret 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01192,Kota Banjar,Kota,2025,April,4,April 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01193,Kota Banjar,Kota,2025,Mei,5,Mei 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01194,Kota Banjar,Kota,2025,Juni,6,Juni 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01195,Kota Banjar,Kota,2025,Juli,7,Juli 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01196,Kota Banjar,Kota,2025,Agustus,8,Agustus 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01197,Kota Banjar,Kota,2025,September,9,September 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01198,Kota Banjar,Kota,2025,Oktober,10,Oktober 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01199,Kota Banjar,Kota,2025,November,11,November 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01200,Kota Banjar,Kota,2025,Desember,12,Desember 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01201,Kota Bekasi,Kota,2021,Januari,1,Januari 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01202,Kota Bekasi,Kota,2021,Februari,2,Februari 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01203,Kota Bekasi,Kota,2021,Maret,3,Maret 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01204,Kota Bekasi,Kota,2021,April,4,April 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01205,Kota Bekasi,Kota,2021,Mei,5,Mei 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01206,Kota Bekasi,Kota,2021,Juni,6,Juni 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01207,Kota Bekasi,Kota,2021,Juli,7,Juli 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01208,Kota Bekasi,Kota,2021,Agustus,8,Agustus 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01209,Kota Bekasi,Kota,2021,September,9,September 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01210,Kota Bekasi,Kota,2021,Oktober,10,Oktober 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01211,Kota Bekasi,Kota,2021,November,11,November 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01212,Kota Bekasi,Kota,2021,Desember,12,Desember 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01213,Kota Bekasi,Kota,2022,Januari,1,Januari 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01214,Kota Bekasi,Kota,2022,Februari,2,Februari 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01215,Kota Bekasi,Kota,2022,Maret,3,Maret 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01216,Kota Bekasi,Kota,2022,April,4,April 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01217,Kota Bekasi,Kota,2022,Mei,5,Mei 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01218,Kota Bekasi,Kota,2022,Juni,6,Juni 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01219,Kota Bekasi,Kota,2022,Juli,7,Juli 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01220,Kota Bekasi,Kota,2022,Agustus,8,Agustus 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01221,Kota Bekasi,Kota,2022,September,9,September 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01222,Kota Bekasi,Kota,2022,Oktober,10,Oktober 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01223,Kota Bekasi,Kota,2022,November,11,November 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01224,Kota Bekasi,Kota,2022,Desember,12,Desember 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01225,Kota Bekasi,Kota,2023,Januari,1,Januari 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01226,Kota Bekasi,Kota,2023,Februari,2,Februari 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01227,Kota Bekasi,Kota,2023,Maret,3,Maret 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01228,Kota Bekasi,Kota,2023,April,4,April 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01229,Kota Bekasi,Kota,2023,Mei,5,Mei 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01230,Kota Bekasi,Kota,2023,Juni,6,Juni 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01231,Kota Bekasi,Kota,2023,Juli,7,Juli 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01232,Kota Bekasi,Kota,2023,Agustus,8,Agustus 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01233,Kota Bekasi,Kota,2023,September,9,September 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01234,Kota Bekasi,Kota,2023,Oktober,10,Oktober 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01235,Kota Bekasi,Kota,2023,November,11,November 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01236,Kota Bekasi,Kota,2023,Desember,12,Desember 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01237,Kota Bekasi,Kota,2024,Januari,1,Januari 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01238,Kota Bekasi,Kota,2024,Februari,2,Februari 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01239,Kota Bekasi,Kota,2024,Maret,3,Maret 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01240,Kota Bekasi,Kota,2024,April,4,April 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01241,Kota Bekasi,Kota,2024,Mei,5,Mei 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01242,Kota Bekasi,Kota,2024,Juni,6,Juni 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01243,Kota Bekasi,Kota,2024,Juli,7,Juli 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01244,Kota Bekasi,Kota,2024,Agustus,8,Agustus 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01245,Kota Bekasi,Kota,2024,September,9,September 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01246,Kota Bekasi,Kota,2024,Oktober,10,Oktober 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01247,Kota Bekasi,Kota,2024,November,11,November 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01248,Kota Bekasi,Kota,2024,Desember,12,Desember 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01249,Kota Bekasi,Kota,2025,Januari,1,Januari 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01250,Kota Bekasi,Kota,2025,Februari,2,Februari 2025,0.11,tersedia,OK
FI01251,Kota Bekasi,Kota,2025,Maret,3,Maret 2025,0.93,tersedia,OK
FI01252,Kota Bekasi,Kota,2025,April,4,April 2025,1.78,tersedia,OK
FI01253,Kota Bekasi,Kota,2025,Mei,5,Mei 2025,1.4,tersedia,OK
FI01254,Kota Bekasi,Kota,2025,Juni,6,Juni 2025,1.67,tersedia,OK
FI01255,Kota Bekasi,Kota,2025,Juli,7,Juli 2025,1.74,tersedia,OK
FI01256,Kota Bekasi,Kota,2025,Agustus,8,Agustus 2025,1.55,tersedia,OK
FI01257,Kota Bekasi,Kota,2025,September,9,September 2025,2.18,tersedia,OK
FI01258,Kota Bekasi,Kota,2025,Oktober,10,Oktober 2025,2.84,tersedia,OK
FI01259,Kota Bekasi,Kota,2025,November,11,November 2025,2.96,tersedia,OK
FI01260,Kota Bekasi,Kota,2025,Desember,12,Desember 2025,3.02,tersedia,OK
FI01261,Kota Bogor,Kota,2021,Januari,1,Januari 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01262,Kota Bogor,Kota,2021,Februari,2,Februari 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01263,Kota Bogor,Kota,2021,Maret,3,Maret 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01264,Kota Bogor,Kota,2021,April,4,April 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01265,Kota Bogor,Kota,2021,Mei,5,Mei 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01266,Kota Bogor,Kota,2021,Juni,6,Juni 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01267,Kota Bogor,Kota,2021,Juli,7,Juli 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01268,Kota Bogor,Kota,2021,Agustus,8,Agustus 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01269,Kota Bogor,Kota,2021,September,9,September 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01270,Kota Bogor,Kota,2021,Oktober,10,Oktober 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01271,Kota Bogor,Kota,2021,November,11,November 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01272,Kota Bogor,Kota,2021,Desember,12,Desember 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01273,Kota Bogor,Kota,2022,Januari,1,Januari 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01274,Kota Bogor,Kota,2022,Februari,2,Februari 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01275,Kota Bogor,Kota,2022,Maret,3,Maret 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01276,Kota Bogor,Kota,2022,April,4,April 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01277,Kota Bogor,Kota,2022,Mei,5,Mei 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01278,Kota Bogor,Kota,2022,Juni,6,Juni 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01279,Kota Bogor,Kota,2022,Juli,7,Juli 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01280,Kota Bogor,Kota,2022,Agustus,8,Agustus 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01281,Kota Bogor,Kota,2022,September,9,September 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01282,Kota Bogor,Kota,2022,Oktober,10,Oktober 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01283,Kota Bogor,Kota,2022,November,11,November 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01284,Kota Bogor,Kota,2022,Desember,12,Desember 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01285,Kota Bogor,Kota,2023,Januari,1,Januari 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01286,Kota Bogor,Kota,2023,Februari,2,Februari 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01287,Kota Bogor,Kota,2023,Maret,3,Maret 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01288,Kota Bogor,Kota,2023,April,4,April 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01289,Kota Bogor,Kota,2023,Mei,5,Mei 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01290,Kota Bogor,Kota,2023,Juni,6,Juni 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01291,Kota Bogor,Kota,2023,Juli,7,Juli 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01292,Kota Bogor,Kota,2023,Agustus,8,Agustus 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01293,Kota Bogor,Kota,2023,September,9,September 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01294,Kota Bogor,Kota,2023,Oktober,10,Oktober 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01295,Kota Bogor,Kota,2023,November,11,November 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01296,Kota Bogor,Kota,2023,Desember,12,Desember 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01297,Kota Bogor,Kota,2024,Januari,1,Januari 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01298,Kota Bogor,Kota,2024,Februari,2,Februari 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01299,Kota Bogor,Kota,2024,Maret,3,Maret 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01300,Kota Bogor,Kota,2024,April,4,April 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01301,Kota Bogor,Kota,2024,Mei,5,Mei 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01302,Kota Bogor,Kota,2024,Juni,6,Juni 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01303,Kota Bogor,Kota,2024,Juli,7,Juli 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01304,Kota Bogor,Kota,2024,Agustus,8,Agustus 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01305,Kota Bogor,Kota,2024,September,9,September 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01306,Kota Bogor,Kota,2024,Oktober,10,Oktober 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01307,Kota Bogor,Kota,2024,November,11,November 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01308,Kota Bogor,Kota,2024,Desember,12,Desember 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01309,Kota Bogor,Kota,2025,Januari,1,Januari 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01310,Kota Bogor,Kota,2025,Februari,2,Februari 2025,-0.19,tersedia,OK
FI01311,Kota Bogor,Kota,2025,Maret,3,Maret 2025,0.89,tersedia,OK
FI01312,Kota Bogor,Kota,2025,April,4,April 2025,1.86,tersedia,OK
FI01313,Kota Bogor,Kota,2025,Mei,5,Mei 2025,1.63,tersedia,OK
FI01314,Kota Bogor,Kota,2025,Juni,6,Juni 2025,2.16,tersedia,OK
FI01315,Kota Bogor,Kota,2025,Juli,7,Juli 2025,2.57,tersedia,OK
FI01316,Kota Bogor,Kota,2025,Agustus,8,Agustus 2025,2.38,tersedia,OK
FI01317,Kota Bogor,Kota,2025,September,9,September 2025,2.73,tersedia,OK
FI01318,Kota Bogor,Kota,2025,Oktober,10,Oktober 2025,3.08,tersedia,OK
FI01319,Kota Bogor,Kota,2025,November,11,November 2025,2.87,tersedia,OK
FI01320,Kota Bogor,Kota,2025,Desember,12,Desember 2025,2.85,tersedia,OK
FI01321,Kota Cimahi,Kota,2021,Januari,1,Januari 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01322,Kota Cimahi,Kota,2021,Februari,2,Februari 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01323,Kota Cimahi,Kota,2021,Maret,3,Maret 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01324,Kota Cimahi,Kota,2021,April,4,April 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01325,Kota Cimahi,Kota,2021,Mei,5,Mei 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01326,Kota Cimahi,Kota,2021,Juni,6,Juni 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01327,Kota Cimahi,Kota,2021,Juli,7,Juli 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01328,Kota Cimahi,Kota,2021,Agustus,8,Agustus 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01329,Kota Cimahi,Kota,2021,September,9,September 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01330,Kota Cimahi,Kota,2021,Oktober,10,Oktober 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01331,Kota Cimahi,Kota,2021,November,11,November 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01332,Kota Cimahi,Kota,2021,Desember,12,Desember 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01333,Kota Cimahi,Kota,2022,Januari,1,Januari 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01334,Kota Cimahi,Kota,2022,Februari,2,Februari 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01335,Kota Cimahi,Kota,2022,Maret,3,Maret 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01336,Kota Cimahi,Kota,2022,April,4,April 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01337,Kota Cimahi,Kota,2022,Mei,5,Mei 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01338,Kota Cimahi,Kota,2022,Juni,6,Juni 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01339,Kota Cimahi,Kota,2022,Juli,7,Juli 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01340,Kota Cimahi,Kota,2022,Agustus,8,Agustus 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01341,Kota Cimahi,Kota,2022,September,9,September 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01342,Kota Cimahi,Kota,2022,Oktober,10,Oktober 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01343,Kota Cimahi,Kota,2022,November,11,November 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01344,Kota Cimahi,Kota,2022,Desember,12,Desember 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01345,Kota Cimahi,Kota,2023,Januari,1,Januari 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01346,Kota Cimahi,Kota,2023,Februari,2,Februari 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01347,Kota Cimahi,Kota,2023,Maret,3,Maret 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01348,Kota Cimahi,Kota,2023,April,4,April 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01349,Kota Cimahi,Kota,2023,Mei,5,Mei 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01350,Kota Cimahi,Kota,2023,Juni,6,Juni 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01351,Kota Cimahi,Kota,2023,Juli,7,Juli 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01352,Kota Cimahi,Kota,2023,Agustus,8,Agustus 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01353,Kota Cimahi,Kota,2023,September,9,September 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01354,Kota Cimahi,Kota,2023,Oktober,10,Oktober 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01355,Kota Cimahi,Kota,2023,November,11,November 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01356,Kota Cimahi,Kota,2023,Desember,12,Desember 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01357,Kota Cimahi,Kota,2024,Januari,1,Januari 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01358,Kota Cimahi,Kota,2024,Februari,2,Februari 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01359,Kota Cimahi,Kota,2024,Maret,3,Maret 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01360,Kota Cimahi,Kota,2024,April,4,April 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01361,Kota Cimahi,Kota,2024,Mei,5,Mei 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01362,Kota Cimahi,Kota,2024,Juni,6,Juni 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01363,Kota Cimahi,Kota,2024,Juli,7,Juli 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01364,Kota Cimahi,Kota,2024,Agustus,8,Agustus 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01365,Kota Cimahi,Kota,2024,September,9,September 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01366,Kota Cimahi,Kota,2024,Oktober,10,Oktober 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01367,Kota Cimahi,Kota,2024,November,11,November 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01368,Kota Cimahi,Kota,2024,Desember,12,Desember 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01369,Kota Cimahi,Kota,2025,Januari,1,Januari 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01370,Kota Cimahi,Kota,2025,Februari,2,Februari 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01371,Kota Cimahi,Kota,2025,Maret,3,Maret 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01372,Kota Cimahi,Kota,2025,April,4,April 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01373,Kota Cimahi,Kota,2025,Mei,5,Mei 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01374,Kota Cimahi,Kota,2025,Juni,6,Juni 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI01375,Kota Cimahi,Kota,2025,Juli,7,Juli 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
